group,id,course,semester,grade
4,197,Community Building and Social Organization,2,12
4,197,Community Building and Social Organization,2,13.5
4,197,Community Building and Social Organization,2,6
4,197,Mechanical Engineering and Vehicle Repair,1,17
4,197,Mechanical Engineering and Vehicle Repair,1,15
4,197,Mechanical Engineering and Vehicle Repair,1,20
4,197,Mechanical Engineering and Vehicle Repair,1,16
4,197,Mechanical Engineering and Vehicle Repair,1,15
4,197,Mechanical Engineering and Vehicle Repair,1,12
4,197,Mechanical Engineering and Vehicle Repair,1,14
4,197,Mechanical Engineering and Vehicle Repair,1,15
4,197,Moral Philosophy and Ethical Decision-Making,2,10.5
4,197,Moral Philosophy and Ethical Decision-Making,2,8.5
4,197,Moral Philosophy and Ethical Decision-Making,2,9.5
4,197,Moral Philosophy and Ethical Decision-Making,2,12
4,197,Post-Apocalyptic History and Archaeology,2,7.5
4,197,Post-Apocalyptic History and Archaeology,2,8.25
4,197,Post-Apocalyptic History and Archaeology,2,7.25
4,197,Post-Apocalyptic History and Archaeology,2,17.5
4,197,Radiation Ecology and Environmental Science,1,11
4,197,Radiation Ecology and Environmental Science,1,9
4,197,Radiation Ecology and Environmental Science,1,10
4,197,Radiation Ecology and Environmental Science,1,13
4,197,Radiation Ecology and Environmental Science,1,14
4,197,Radiation Ecology and Environmental Science,1,10
4,197,Radiation Ecology and Environmental Science,1,13
4,197,Radiation Ecology and Environmental Science,1,11
4,197,Renewable Energy and Sustainable Living,1,8.25
4,197,Renewable Energy and Sustainable Living,1,4.75
4,197,Renewable Energy and Sustainable Living,1,13
4,197,Renewable Energy and Sustainable Living,1,6.5
4,197,Renewable Energy and Sustainable Living,1,9.25
4,197,Renewable Energy and Sustainable Living,1,7.25
4,197,Scavenging and Resource Management,2,10
4,197,Scavenging and Resource Management,2,11
4,197,Scavenging and Resource Management,2,16
4,197,Survival Skills and Wilderness Medicine,1,6
4,197,Survival Skills and Wilderness Medicine,1,11
4,197,Survival Skills and Wilderness Medicine,1,10
4,197,Survival Skills and Wilderness Medicine,1,9
4,197,Survival Skills and Wilderness Medicine,1,8
4,219,Art and Expression in a Post-Apocalyptic World,1,10.5
4,219,Art and Expression in a Post-Apocalyptic World,1,14
4,219,Art and Expression in a Post-Apocalyptic World,1,9
4,219,Combat Tactics and Self-Defense,2,12.7
4,219,Combat Tactics and Self-Defense,2,10.9
4,219,Combat Tactics and Self-Defense,2,10.2
4,219,Combat Tactics and Self-Defense,2,10.4
4,219,Combat Tactics and Self-Defense,2,11.1
4,219,Combat Tactics and Self-Defense,2,4.6
4,219,Combat Tactics and Self-Defense,2,8.4
4,219,Combat Tactics and Self-Defense,2,9.8
4,219,Combat Tactics and Self-Defense,2,10
4,219,Community Building and Social Organization,2,7.75
4,219,Community Building and Social Organization,2,13.25
4,219,Community Building and Social Organization,2,9
4,219,Community Building and Social Organization,2,10.5
4,219,Community Building and Social Organization,2,11.25
4,219,Community Building and Social Organization,2,9.25
4,219,Community Building and Social Organization,2,8.75
4,219,Mechanical Engineering and Vehicle Repair,1,12
4,219,Mechanical Engineering and Vehicle Repair,1,18
4,219,Mechanical Engineering and Vehicle Repair,1,9
4,219,Mechanical Engineering and Vehicle Repair,1,16
4,219,Mechanical Engineering and Vehicle Repair,1,20
4,219,Mechanical Engineering and Vehicle Repair,1,15
4,219,Mechanical Engineering and Vehicle Repair,1,13
4,219,Mechanical Engineering and Vehicle Repair,1,12
4,219,Moral Philosophy and Ethical Decision-Making,2,11
4,219,Moral Philosophy and Ethical Decision-Making,2,12.5
4,219,Moral Philosophy and Ethical Decision-Making,2,11.5
4,219,Post-Apocalyptic History and Archaeology,2,3.5
4,219,Post-Apocalyptic History and Archaeology,2,9.25
4,219,Post-Apocalyptic History and Archaeology,2,7.25
4,219,Post-Apocalyptic History and Archaeology,2,9.75
4,219,Radiation Ecology and Environmental Science,1,11
4,219,Radiation Ecology and Environmental Science,1,12
4,219,Radiation Ecology and Environmental Science,1,10
4,219,Radiation Ecology and Environmental Science,1,8
4,219,Radiation Ecology and Environmental Science,1,10
4,219,Radiation Ecology and Environmental Science,1,9
4,219,Radiation Ecology and Environmental Science,1,11
4,219,Radiation Ecology and Environmental Science,1,11
4,219,Renewable Energy and Sustainable Living,1,10.25
4,219,Renewable Energy and Sustainable Living,1,14.25
4,219,Renewable Energy and Sustainable Living,1,6.75
4,219,Renewable Energy and Sustainable Living,1,9.25
4,219,Renewable Energy and Sustainable Living,1,5.5
4,219,Renewable Energy and Sustainable Living,1,14
4,219,Renewable Energy and Sustainable Living,1,14.75
4,219,Scavenging and Resource Management,2,12.5
4,219,Scavenging and Resource Management,2,15
4,219,Scavenging and Resource Management,2,10.5
4,219,Survival Skills and Wilderness Medicine,1,10
4,219,Survival Skills and Wilderness Medicine,1,8
4,219,Survival Skills and Wilderness Medicine,1,8
4,219,Survival Skills and Wilderness Medicine,1,8
4,219,Survival Skills and Wilderness Medicine,1,11
4,238,Art and Expression in a Post-Apocalyptic World,1,8.5
4,238,Art and Expression in a Post-Apocalyptic World,1,14.5
4,238,Art and Expression in a Post-Apocalyptic World,1,10
4,238,Combat Tactics and Self-Defense,2,7.4
4,238,Combat Tactics and Self-Defense,2,11.1
4,238,Combat Tactics and Self-Defense,2,8.8
4,238,Combat Tactics and Self-Defense,2,16
4,238,Combat Tactics and Self-Defense,2,6.6
4,238,Combat Tactics and Self-Defense,2,9.7
4,238,Combat Tactics and Self-Defense,2,14.7
4,238,Combat Tactics and Self-Defense,2,6
4,238,Combat Tactics and Self-Defense,2,6.4
4,238,Combat Tactics and Self-Defense,2,12.3
4,238,Community Building and Social Organization,2,7.5
4,238,Community Building and Social Organization,2,12.5
4,238,Community Building and Social Organization,2,14
4,238,Community Building and Social Organization,2,5.5
4,238,Community Building and Social Organization,2,9.5
4,238,Mechanical Engineering and Vehicle Repair,1,20
4,238,Mechanical Engineering and Vehicle Repair,1,11
4,238,Mechanical Engineering and Vehicle Repair,1,18
4,238,Mechanical Engineering and Vehicle Repair,1,18
4,238,Mechanical Engineering and Vehicle Repair,1,13
4,238,Mechanical Engineering and Vehicle Repair,1,16
4,238,Mechanical Engineering and Vehicle Repair,1,13
4,238,Mechanical Engineering and Vehicle Repair,1,13
4,238,Moral Philosophy and Ethical Decision-Making,2,9.5
4,238,Moral Philosophy and Ethical Decision-Making,2,10.5
4,238,Moral Philosophy and Ethical Decision-Making,2,7
4,238,Moral Philosophy and Ethical Decision-Making,2,8.5
4,238,Post-Apocalyptic History and Archaeology,2,5.25
4,238,Post-Apocalyptic History and Archaeology,2,4.25
4,238,Post-Apocalyptic History and Archaeology,2,10.5
4,238,Post-Apocalyptic History and Archaeology,2,9.25
4,238,Radiation Ecology and Environmental Science,1,9
4,238,Radiation Ecology and Environmental Science,1,11
4,238,Radiation Ecology and Environmental Science,1,11
4,238,Radiation Ecology and Environmental Science,1,11
4,238,Radiation Ecology and Environmental Science,1,9
4,238,Radiation Ecology and Environmental Science,1,11
4,238,Radiation Ecology and Environmental Science,1,13
4,238,Radiation Ecology and Environmental Science,1,10
4,238,Renewable Energy and Sustainable Living,1,10.25
4,238,Renewable Energy and Sustainable Living,1,13.75
4,238,Renewable Energy and Sustainable Living,1,9.5
4,238,Renewable Energy and Sustainable Living,1,9
4,238,Renewable Energy and Sustainable Living,1,10.75
4,238,Renewable Energy and Sustainable Living,1,11.5
4,238,Renewable Energy and Sustainable Living,1,10.75
4,238,Scavenging and Resource Management,2,7.5
4,238,Scavenging and Resource Management,2,4
4,238,Scavenging and Resource Management,2,7.5
4,238,Survival Skills and Wilderness Medicine,1,8
4,238,Survival Skills and Wilderness Medicine,1,9
4,238,Survival Skills and Wilderness Medicine,1,10
4,238,Survival Skills and Wilderness Medicine,1,4
4,246,Art and Expression in a Post-Apocalyptic World,1,12.5
4,246,Art and Expression in a Post-Apocalyptic World,1,15
4,246,Art and Expression in a Post-Apocalyptic World,1,16.5
4,246,Combat Tactics and Self-Defense,2,4.5
4,246,Combat Tactics and Self-Defense,2,6.1
4,246,Combat Tactics and Self-Defense,2,9.3
4,246,Combat Tactics and Self-Defense,2,13.5
4,246,Combat Tactics and Self-Defense,2,9.9
4,246,Combat Tactics and Self-Defense,2,14.3
4,246,Combat Tactics and Self-Defense,2,8.2
4,246,Combat Tactics and Self-Defense,2,8.3
4,246,Combat Tactics and Self-Defense,2,11.4
4,246,Community Building and Social Organization,2,6.5
4,246,Community Building and Social Organization,2,10.25
4,246,Community Building and Social Organization,2,12.25
4,246,Community Building and Social Organization,2,6.75
4,246,Community Building and Social Organization,2,10
4,246,Community Building and Social Organization,2,10.5
4,246,Community Building and Social Organization,2,15.25
4,246,Mechanical Engineering and Vehicle Repair,1,11
4,246,Mechanical Engineering and Vehicle Repair,1,14
4,246,Mechanical Engineering and Vehicle Repair,1,11
4,246,Mechanical Engineering and Vehicle Repair,1,13
4,246,Mechanical Engineering and Vehicle Repair,1,11
4,246,Mechanical Engineering and Vehicle Repair,1,8
4,246,Mechanical Engineering and Vehicle Repair,1,18
4,246,Mechanical Engineering and Vehicle Repair,1,13
4,246,Moral Philosophy and Ethical Decision-Making,2,13
4,246,Moral Philosophy and Ethical Decision-Making,2,10
4,246,Moral Philosophy and Ethical Decision-Making,2,9.5
4,246,Post-Apocalyptic History and Archaeology,2,11.25
4,246,Post-Apocalyptic History and Archaeology,2,9
4,246,Post-Apocalyptic History and Archaeology,2,6.5
4,246,Post-Apocalyptic History and Archaeology,2,5
4,246,Radiation Ecology and Environmental Science,1,13
4,246,Radiation Ecology and Environmental Science,1,9
4,246,Radiation Ecology and Environmental Science,1,11
4,246,Radiation Ecology and Environmental Science,1,14
4,246,Radiation Ecology and Environmental Science,1,11
4,246,Radiation Ecology and Environmental Science,1,11
4,246,Radiation Ecology and Environmental Science,1,10
4,246,Radiation Ecology and Environmental Science,1,11
4,246,Renewable Energy and Sustainable Living,1,12
4,246,Renewable Energy and Sustainable Living,1,11.75
4,246,Renewable Energy and Sustainable Living,1,11.5
4,246,Renewable Energy and Sustainable Living,1,12
4,246,Renewable Energy and Sustainable Living,1,12
4,246,Renewable Energy and Sustainable Living,1,9.5
4,246,Renewable Energy and Sustainable Living,1,12.5
4,246,Scavenging and Resource Management,2,11
4,246,Scavenging and Resource Management,2,9
4,246,Scavenging and Resource Management,2,8
4,246,Survival Skills and Wilderness Medicine,1,11
4,246,Survival Skills and Wilderness Medicine,1,9
4,246,Survival Skills and Wilderness Medicine,1,8
4,246,Survival Skills and Wilderness Medicine,1,9
4,246,Survival Skills and Wilderness Medicine,1,7
4,282,Art and Expression in a Post-Apocalyptic World,1,10
4,282,Art and Expression in a Post-Apocalyptic World,1,7.5
4,282,Art and Expression in a Post-Apocalyptic World,1,11
4,282,Combat Tactics and Self-Defense,2,10.5
4,282,Combat Tactics and Self-Defense,2,14.8
4,282,Combat Tactics and Self-Defense,2,14.4
4,282,Combat Tactics and Self-Defense,2,10.7
4,282,Combat Tactics and Self-Defense,2,10.8
4,282,Combat Tactics and Self-Defense,2,5.8
4,282,Combat Tactics and Self-Defense,2,10.3
4,282,Combat Tactics and Self-Defense,2,15
4,282,Combat Tactics and Self-Defense,2,9.8
4,282,Community Building and Social Organization,2,8.25
4,282,Community Building and Social Organization,2,15
4,282,Community Building and Social Organization,2,8
4,282,Community Building and Social Organization,2,14.25
4,282,Community Building and Social Organization,2,13.25
4,282,Mechanical Engineering and Vehicle Repair,1,9
4,282,Mechanical Engineering and Vehicle Repair,1,18
4,282,Mechanical Engineering and Vehicle Repair,1,10
4,282,Mechanical Engineering and Vehicle Repair,1,20
4,282,Mechanical Engineering and Vehicle Repair,1,14
4,282,Mechanical Engineering and Vehicle Repair,1,6
4,282,Mechanical Engineering and Vehicle Repair,1,16
4,282,Mechanical Engineering and Vehicle Repair,1,13
4,282,Moral Philosophy and Ethical Decision-Making,2,10.5
4,282,Moral Philosophy and Ethical Decision-Making,2,13
4,282,Moral Philosophy and Ethical Decision-Making,2,10
4,282,Moral Philosophy and Ethical Decision-Making,2,11.5
4,282,Post-Apocalyptic History and Archaeology,2,4.5
4,282,Post-Apocalyptic History and Archaeology,2,1
4,282,Post-Apocalyptic History and Archaeology,2,6.25
4,282,Post-Apocalyptic History and Archaeology,2,9.75
4,282,Radiation Ecology and Environmental Science,1,11
4,282,Radiation Ecology and Environmental Science,1,11
4,282,Radiation Ecology and Environmental Science,1,11
4,282,Radiation Ecology and Environmental Science,1,12
4,282,Radiation Ecology and Environmental Science,1,9
4,282,Radiation Ecology and Environmental Science,1,10
4,282,Radiation Ecology and Environmental Science,1,10
4,282,Radiation Ecology and Environmental Science,1,11
4,282,Radiation Ecology and Environmental Science,1,13
4,282,Renewable Energy and Sustainable Living,1,12.25
4,282,Renewable Energy and Sustainable Living,1,9.5
4,282,Renewable Energy and Sustainable Living,1,10
4,282,Renewable Energy and Sustainable Living,1,10
4,282,Renewable Energy and Sustainable Living,1,7.75
4,282,Renewable Energy and Sustainable Living,1,7.75
4,282,Renewable Energy and Sustainable Living,1,14.5
4,282,Scavenging and Resource Management,2,19.5
4,282,Scavenging and Resource Management,2,13.5
4,282,Scavenging and Resource Management,2,13
4,282,Survival Skills and Wilderness Medicine,1,8
4,282,Survival Skills and Wilderness Medicine,1,9
4,282,Survival Skills and Wilderness Medicine,1,9
4,282,Survival Skills and Wilderness Medicine,1,3
4,282,Survival Skills and Wilderness Medicine,1,10
4,292,Art and Expression in a Post-Apocalyptic World,1,13.5
4,292,Art and Expression in a Post-Apocalyptic World,1,11.5
4,292,Art and Expression in a Post-Apocalyptic World,1,13
4,292,Combat Tactics and Self-Defense,2,8.1
4,292,Combat Tactics and Self-Defense,2,11.9
4,292,Combat Tactics and Self-Defense,2,11.8
4,292,Combat Tactics and Self-Defense,2,9.3
4,292,Combat Tactics and Self-Defense,2,10.3
4,292,Combat Tactics and Self-Defense,2,7.5
4,292,Combat Tactics and Self-Defense,2,14.4
4,292,Combat Tactics and Self-Defense,2,17.8
4,292,Combat Tactics and Self-Defense,2,15.3
4,292,Combat Tactics and Self-Defense,2,9
4,292,Community Building and Social Organization,2,9.25
4,292,Community Building and Social Organization,2,14.25
4,292,Community Building and Social Organization,2,9.5
4,292,Community Building and Social Organization,2,19.25
4,292,Community Building and Social Organization,2,8.75
4,292,Community Building and Social Organization,2,13.25
4,292,Community Building and Social Organization,2,14.75
4,292,Mechanical Engineering and Vehicle Repair,1,15
4,292,Mechanical Engineering and Vehicle Repair,1,18
4,292,Mechanical Engineering and Vehicle Repair,1,10
4,292,Mechanical Engineering and Vehicle Repair,1,18
4,292,Mechanical Engineering and Vehicle Repair,1,18
4,292,Mechanical Engineering and Vehicle Repair,1,12
4,292,Mechanical Engineering and Vehicle Repair,1,17
4,292,Mechanical Engineering and Vehicle Repair,1,12
4,292,Moral Philosophy and Ethical Decision-Making,2,11
4,292,Moral Philosophy and Ethical Decision-Making,2,10
4,292,Moral Philosophy and Ethical Decision-Making,2,11
4,292,Moral Philosophy and Ethical Decision-Making,2,10.5
4,292,Post-Apocalyptic History and Archaeology,2,10.75
4,292,Post-Apocalyptic History and Archaeology,2,8.5
4,292,Post-Apocalyptic History and Archaeology,2,5.25
4,292,Post-Apocalyptic History and Archaeology,2,9.5
4,292,Radiation Ecology and Environmental Science,1,12
4,292,Radiation Ecology and Environmental Science,1,13
4,292,Radiation Ecology and Environmental Science,1,13
4,292,Radiation Ecology and Environmental Science,1,12
4,292,Radiation Ecology and Environmental Science,1,11
4,292,Radiation Ecology and Environmental Science,1,10
4,292,Radiation Ecology and Environmental Science,1,9
4,292,Radiation Ecology and Environmental Science,1,13
4,292,Radiation Ecology and Environmental Science,1,9
4,292,Renewable Energy and Sustainable Living,1,6.5
4,292,Renewable Energy and Sustainable Living,1,16
4,292,Renewable Energy and Sustainable Living,1,12.25
4,292,Renewable Energy and Sustainable Living,1,8.5
4,292,Renewable Energy and Sustainable Living,1,16.25
4,292,Renewable Energy and Sustainable Living,1,10
4,292,Renewable Energy and Sustainable Living,1,11.75
4,292,Scavenging and Resource Management,2,16.5
4,292,Scavenging and Resource Management,2,18
4,292,Scavenging and Resource Management,2,15
4,292,Survival Skills and Wilderness Medicine,1,10
4,292,Survival Skills and Wilderness Medicine,1,6
4,292,Survival Skills and Wilderness Medicine,1,11
4,292,Survival Skills and Wilderness Medicine,1,6
4,292,Survival Skills and Wilderness Medicine,1,10
4,299,Art and Expression in a Post-Apocalyptic World,1,13.5
4,299,Art and Expression in a Post-Apocalyptic World,1,11.5
4,299,Art and Expression in a Post-Apocalyptic World,1,10
4,299,Combat Tactics and Self-Defense,2,13.2
4,299,Combat Tactics and Self-Defense,2,9.9
4,299,Combat Tactics and Self-Defense,2,4.4
4,299,Combat Tactics and Self-Defense,2,12.2
4,299,Combat Tactics and Self-Defense,2,10
4,299,Combat Tactics and Self-Defense,2,12.7
4,299,Combat Tactics and Self-Defense,2,10
4,299,Combat Tactics and Self-Defense,2,9.6
4,299,Combat Tactics and Self-Defense,2,8
4,299,Combat Tactics and Self-Defense,2,11.6
4,299,Community Building and Social Organization,2,5.75
4,299,Community Building and Social Organization,2,8
4,299,Community Building and Social Organization,2,11.75
4,299,Community Building and Social Organization,2,10
4,299,Community Building and Social Organization,2,14
4,299,Community Building and Social Organization,2,8.25
4,299,Community Building and Social Organization,2,6.5
4,299,Mechanical Engineering and Vehicle Repair,1,15
4,299,Mechanical Engineering and Vehicle Repair,1,19
4,299,Mechanical Engineering and Vehicle Repair,1,12
4,299,Mechanical Engineering and Vehicle Repair,1,19
4,299,Mechanical Engineering and Vehicle Repair,1,14
4,299,Mechanical Engineering and Vehicle Repair,1,20
4,299,Mechanical Engineering and Vehicle Repair,1,15
4,299,Moral Philosophy and Ethical Decision-Making,2,11
4,299,Moral Philosophy and Ethical Decision-Making,2,11.5
4,299,Moral Philosophy and Ethical Decision-Making,2,12
4,299,Moral Philosophy and Ethical Decision-Making,2,7
4,299,Post-Apocalyptic History and Archaeology,2,5.75
4,299,Post-Apocalyptic History and Archaeology,2,9
4,299,Post-Apocalyptic History and Archaeology,2,8.75
4,299,Post-Apocalyptic History and Archaeology,2,11.25
4,299,Radiation Ecology and Environmental Science,1,10
4,299,Radiation Ecology and Environmental Science,1,11
4,299,Radiation Ecology and Environmental Science,1,11
4,299,Radiation Ecology and Environmental Science,1,12
4,299,Radiation Ecology and Environmental Science,1,13
4,299,Radiation Ecology and Environmental Science,1,12
4,299,Radiation Ecology and Environmental Science,1,10
4,299,Radiation Ecology and Environmental Science,1,12
4,299,Radiation Ecology and Environmental Science,1,11
4,299,Renewable Energy and Sustainable Living,1,19
4,299,Renewable Energy and Sustainable Living,1,10.75
4,299,Renewable Energy and Sustainable Living,1,9
4,299,Renewable Energy and Sustainable Living,1,10.25
4,299,Renewable Energy and Sustainable Living,1,14.25
4,299,Renewable Energy and Sustainable Living,1,10.5
4,299,Renewable Energy and Sustainable Living,1,6.25
4,299,Scavenging and Resource Management,2,9.5
4,299,Scavenging and Resource Management,2,12.5
4,299,Scavenging and Resource Management,2,12.5
4,299,Survival Skills and Wilderness Medicine,1,8
4,299,Survival Skills and Wilderness Medicine,1,8
4,299,Survival Skills and Wilderness Medicine,1,9
4,299,Survival Skills and Wilderness Medicine,1,9
4,299,Survival Skills and Wilderness Medicine,1,7
4,320,Art and Expression in a Post-Apocalyptic World,1,11.5
4,320,Art and Expression in a Post-Apocalyptic World,1,14.5
4,320,Art and Expression in a Post-Apocalyptic World,1,13.5
4,320,Combat Tactics and Self-Defense,2,13
4,320,Combat Tactics and Self-Defense,2,10.4
4,320,Combat Tactics and Self-Defense,2,13.9
4,320,Combat Tactics and Self-Defense,2,10.3
4,320,Combat Tactics and Self-Defense,2,9.6
4,320,Combat Tactics and Self-Defense,2,11.1
4,320,Combat Tactics and Self-Defense,2,9.5
4,320,Combat Tactics and Self-Defense,2,18.2
4,320,Combat Tactics and Self-Defense,2,8.1
4,320,Combat Tactics and Self-Defense,2,11.9
4,320,Community Building and Social Organization,2,7.25
4,320,Community Building and Social Organization,2,10
4,320,Community Building and Social Organization,2,15.25
4,320,Community Building and Social Organization,2,13.5
4,320,Community Building and Social Organization,2,13.75
4,320,Community Building and Social Organization,2,13
4,320,Community Building and Social Organization,2,14.5
4,320,Mechanical Engineering and Vehicle Repair,1,12
4,320,Mechanical Engineering and Vehicle Repair,1,15
4,320,Mechanical Engineering and Vehicle Repair,1,15
4,320,Mechanical Engineering and Vehicle Repair,1,15
4,320,Mechanical Engineering and Vehicle Repair,1,17
4,320,Mechanical Engineering and Vehicle Repair,1,17
4,320,Mechanical Engineering and Vehicle Repair,1,18
4,320,Mechanical Engineering and Vehicle Repair,1,13
4,320,Moral Philosophy and Ethical Decision-Making,2,9
4,320,Moral Philosophy and Ethical Decision-Making,2,11
4,320,Moral Philosophy and Ethical Decision-Making,2,9
4,320,Moral Philosophy and Ethical Decision-Making,2,13
4,320,Post-Apocalyptic History and Archaeology,2,9.75
4,320,Post-Apocalyptic History and Archaeology,2,11
4,320,Post-Apocalyptic History and Archaeology,2,6
4,320,Post-Apocalyptic History and Archaeology,2,9.75
4,320,Radiation Ecology and Environmental Science,1,10
4,320,Radiation Ecology and Environmental Science,1,12
4,320,Radiation Ecology and Environmental Science,1,12
4,320,Radiation Ecology and Environmental Science,1,12
4,320,Radiation Ecology and Environmental Science,1,11
4,320,Radiation Ecology and Environmental Science,1,11
4,320,Radiation Ecology and Environmental Science,1,14
4,320,Radiation Ecology and Environmental Science,1,12
4,320,Radiation Ecology and Environmental Science,1,11
4,320,Renewable Energy and Sustainable Living,1,11.25
4,320,Renewable Energy and Sustainable Living,1,7.5
4,320,Renewable Energy and Sustainable Living,1,8.5
4,320,Renewable Energy and Sustainable Living,1,17.25
4,320,Renewable Energy and Sustainable Living,1,10
4,320,Renewable Energy and Sustainable Living,1,5
4,320,Renewable Energy and Sustainable Living,1,11.25
4,320,Scavenging and Resource Management,2,15.5
4,320,Scavenging and Resource Management,2,16
4,320,Scavenging and Resource Management,2,16.5
4,320,Survival Skills and Wilderness Medicine,1,7
4,320,Survival Skills and Wilderness Medicine,1,11
4,320,Survival Skills and Wilderness Medicine,1,12
4,327,Art and Expression in a Post-Apocalyptic World,1,8
4,327,Art and Expression in a Post-Apocalyptic World,1,13
4,327,Art and Expression in a Post-Apocalyptic World,1,13.5
4,327,Combat Tactics and Self-Defense,2,7.9
4,327,Combat Tactics and Self-Defense,2,7.6
4,327,Combat Tactics and Self-Defense,2,12.2
4,327,Combat Tactics and Self-Defense,2,12.9
4,327,Combat Tactics and Self-Defense,2,14.2
4,327,Combat Tactics and Self-Defense,2,18.4
4,327,Combat Tactics and Self-Defense,2,10.8
4,327,Combat Tactics and Self-Defense,2,10.6
4,327,Combat Tactics and Self-Defense,2,12.8
4,327,Community Building and Social Organization,2,5.75
4,327,Community Building and Social Organization,2,12
4,327,Community Building and Social Organization,2,15.5
4,327,Community Building and Social Organization,2,9
4,327,Community Building and Social Organization,2,13.75
4,327,Community Building and Social Organization,2,17
4,327,Community Building and Social Organization,2,14.75
4,327,Mechanical Engineering and Vehicle Repair,1,11
4,327,Mechanical Engineering and Vehicle Repair,1,15
4,327,Mechanical Engineering and Vehicle Repair,1,15
4,327,Mechanical Engineering and Vehicle Repair,1,13
4,327,Mechanical Engineering and Vehicle Repair,1,17
4,327,Mechanical Engineering and Vehicle Repair,1,13
4,327,Mechanical Engineering and Vehicle Repair,1,18
4,327,Mechanical Engineering and Vehicle Repair,1,17
4,327,Moral Philosophy and Ethical Decision-Making,2,10.5
4,327,Moral Philosophy and Ethical Decision-Making,2,12
4,327,Moral Philosophy and Ethical Decision-Making,2,12
4,327,Moral Philosophy and Ethical Decision-Making,2,9.5
4,327,Post-Apocalyptic History and Archaeology,2,9.5
4,327,Post-Apocalyptic History and Archaeology,2,5.75
4,327,Post-Apocalyptic History and Archaeology,2,7.5
4,327,Post-Apocalyptic History and Archaeology,2,14.25
4,327,Radiation Ecology and Environmental Science,1,13
4,327,Radiation Ecology and Environmental Science,1,10
4,327,Radiation Ecology and Environmental Science,1,12
4,327,Radiation Ecology and Environmental Science,1,11
4,327,Radiation Ecology and Environmental Science,1,13
4,327,Radiation Ecology and Environmental Science,1,11
4,327,Radiation Ecology and Environmental Science,1,12
4,327,Radiation Ecology and Environmental Science,1,13
4,327,Radiation Ecology and Environmental Science,1,11
4,327,Renewable Energy and Sustainable Living,1,13.5
4,327,Renewable Energy and Sustainable Living,1,10.25
4,327,Renewable Energy and Sustainable Living,1,8.5
4,327,Renewable Energy and Sustainable Living,1,10
4,327,Renewable Energy and Sustainable Living,1,8.25
4,327,Renewable Energy and Sustainable Living,1,13
4,327,Renewable Energy and Sustainable Living,1,10
4,327,Scavenging and Resource Management,2,18
4,327,Scavenging and Resource Management,2,15.5
4,327,Scavenging and Resource Management,2,19.5
4,327,Survival Skills and Wilderness Medicine,1,10
4,327,Survival Skills and Wilderness Medicine,1,9
4,327,Survival Skills and Wilderness Medicine,1,8
4,327,Survival Skills and Wilderness Medicine,1,9
4,327,Survival Skills and Wilderness Medicine,1,9
4,335,Art and Expression in a Post-Apocalyptic World,1,13
4,335,Art and Expression in a Post-Apocalyptic World,1,10
4,335,Art and Expression in a Post-Apocalyptic World,1,11.5
4,335,Combat Tactics and Self-Defense,2,12.6
4,335,Combat Tactics and Self-Defense,2,8.4
4,335,Combat Tactics and Self-Defense,2,6.7
4,335,Combat Tactics and Self-Defense,2,13.5
4,335,Combat Tactics and Self-Defense,2,11
4,335,Combat Tactics and Self-Defense,2,11.1
4,335,Combat Tactics and Self-Defense,2,15.1
4,335,Combat Tactics and Self-Defense,2,13.2
4,335,Combat Tactics and Self-Defense,2,3.5
4,335,Combat Tactics and Self-Defense,2,5.4
4,335,Community Building and Social Organization,2,9.75
4,335,Community Building and Social Organization,2,12.25
4,335,Community Building and Social Organization,2,10.5
4,335,Community Building and Social Organization,2,14.75
4,335,Community Building and Social Organization,2,13.5
4,335,Community Building and Social Organization,2,10.25
4,335,Mechanical Engineering and Vehicle Repair,1,14
4,335,Mechanical Engineering and Vehicle Repair,1,16
4,335,Mechanical Engineering and Vehicle Repair,1,20
4,335,Mechanical Engineering and Vehicle Repair,1,12
4,335,Mechanical Engineering and Vehicle Repair,1,16
4,335,Mechanical Engineering and Vehicle Repair,1,17
4,335,Mechanical Engineering and Vehicle Repair,1,14
4,335,Mechanical Engineering and Vehicle Repair,1,12
4,335,Moral Philosophy and Ethical Decision-Making,2,10
4,335,Moral Philosophy and Ethical Decision-Making,2,13
4,335,Moral Philosophy and Ethical Decision-Making,2,10.5
4,335,Moral Philosophy and Ethical Decision-Making,2,10
4,335,Post-Apocalyptic History and Archaeology,2,7.25
4,335,Post-Apocalyptic History and Archaeology,2,8.75
4,335,Post-Apocalyptic History and Archaeology,2,11.5
4,335,Post-Apocalyptic History and Archaeology,2,2.75
4,335,Radiation Ecology and Environmental Science,1,10
4,335,Radiation Ecology and Environmental Science,1,13
4,335,Radiation Ecology and Environmental Science,1,8
4,335,Radiation Ecology and Environmental Science,1,11
4,335,Radiation Ecology and Environmental Science,1,12
4,335,Radiation Ecology and Environmental Science,1,7
4,335,Radiation Ecology and Environmental Science,1,13
4,335,Radiation Ecology and Environmental Science,1,10
4,335,Radiation Ecology and Environmental Science,1,11
4,335,Renewable Energy and Sustainable Living,1,9.5
4,335,Renewable Energy and Sustainable Living,1,9.5
4,335,Renewable Energy and Sustainable Living,1,15.75
4,335,Renewable Energy and Sustainable Living,1,12.25
4,335,Renewable Energy and Sustainable Living,1,16.75
4,335,Renewable Energy and Sustainable Living,1,11.5
4,335,Renewable Energy and Sustainable Living,1,12.75
4,335,Scavenging and Resource Management,2,2.5
4,335,Scavenging and Resource Management,2,5
